id,windows,car,lights,gas,convience,sdpd,lampdist,lat,lon,crime
s_69,0,0,0,1270,1270,1707,26.272456076022728,32.6913714,-117.1142268,safe
s_70,0,1,1,1226,1091,1657,6.2553348273923,32.6913714,-117.1111369,safe
s_71,0,5,0,1462,1462,1899,76.44173039569543,32.6908477,-117.115643,safe
s_72,0,4,1,882,3175,2611,14.138104188861183,32.6889516,-117.1147633,safe
s_73,0,3,0,945,950,3197,50.25644941639975,32.6862426,-117.1118879,safe
s_74,0,8,0,1125,1125,2212,32.221459599097344,32.6877235,-117.1089911,safe
s_75,0,4,0,1702,715,2599,33.662305217928555,32.6908116,-117.1048927,safe
s_76,0,5,0,767,2375,1811,70.04660497218772,32.6882924,-117.1173704,safe
s_77,0,1,0,285,290,2173,84.25028420784223,32.685448,-117.1143126,safe
s_78,0,7,1,529,2610,2047,14.539600909038732,32.6869379,-117.1154284,safe
s_79,0,3,1,403,1075,1405,10.190371531450046,32.6911999,-117.1253955,safe
s_80,0,1,0,169,1023,1638,33.065309821240184,32.6891051,-117.1254385,safe
s_81,0,2,1,676,802,1132,18.285334985383045,32.6928251,-117.126683,safe
